messier_id,ngc_id,v_mag,type,comments,ra,dec,ref,is_up
,IC 1404,,U,UNIDENTIFIED,21.848,-9.267,,
,IC 1405,15.0,Gx,GALAXY,21.847,2.017,,
,IC 1406,15.0,Gx,GALAXY,21.85,1.983,,
,IC 1407,15.0,Gx,GALAXY,21.872,3.433,,
,IC 1408,15.0,Gx,GALAXY,21.887,-13.35,,
,IC 1409,,U,UNIDENTIFIED,21.888,-7.5,,
,IC 141,14.0,Gx,GALAXY,1.547,-14.817,,
,IC 1410,,U,UNIDENTIFIED,21.933,-2.883,,
,IC 1411,14.0,Gx,GALAXY,21.935,-1.517,,
,IC 1412,,Gx,GALAXY,21.972,-17.183,,
,IC 1413,,U,UNIDENTIFIED,21.975,-3.1,,
,IC 1414,,U,UNIDENTIFIED,21.972,8.4,,
,IC 1415,,SS,STAR,21.978,1.35,,
,IC 1416,,U,UNIDENTIFIED,21.98,1.45,,
,IC 1417,,Gx,GALAXY,22.007,-13.15,,
,IC 1418,14.0,Gx,GALAXY,22.033,4.35,,
,IC 1419,,U,UNIDENTIFIED,22.05,-9.917,,
,IC 142,,Nb,REFLECTION NEBULA,1.565,30.75,,
,IC 1420,14.0,Gx,GALAXY,22.043,19.75,,
,IC 1421,15.0,Gx,GALAXY,22.052,-9.95,,
,IC 1422,16.0,Gx,GALAXY,22.05,2.617,,
,IC 1423,15.0,Gx,GALAXY,22.053,4.3,,
,IC 1424,15.0,Gx,GALAXY,22.053,11.217,,
,IC 1425,15.0,Gx,GALAXY,22.057,2.617,,
,IC 1426,,U,UNIDENTIFIED,22.065,-9.917,,
,IC 1427,,U,UNIDENTIFIED,22.055,15.117,,
,IC 1428,16.0,Gx,GALAXY,22.073,2.633,,
,IC 1429,,U,UNIDENTIFIED,22.115,10.1,,
,IC 143,,Nb,REFLECTION NEBULA,1.568,30.783,,
,IC 1430,,U,UNIDENTIFIED,22.142,-13.567,,
,IC 1431,,U,UNIDENTIFIED,22.128,-13.5,,
,IC 1432,,U,UNIDENTIFIED,22.168,3.683,,
,IC 1433,15.0,Gx,GALAXY,22.203,-12.767,,
,IC 1434,9.0,OC,OPEN STAR CLUSTER,22.175,52.833,,
,IC 1435,14.0,Gx,GALAXY,22.225,-22.1,,
,IC 1436,15.0,Gx,GALAXY,22.232,-10.183,,
,IC 1437,15.0,Gx,GALAXY,22.262,2.05,,
,IC 1438,,Gx,GALAXY,22.275,-21.433,,
,IC 1439,,Gx,GALAXY,22.278,-21.483,,
,IC 144,15.0,Gx,GALAXY,1.628,-13.317,,
,IC 1440,15.0,Gx,GALAXY,22.275,-16.0,,
,IC 1441,,Gx,GALAXY,22.255,37.3,,
,IC 1442,9.1,OC,OPEN STAR CLUSTER,22.275,54.05,,
,IC 1443,,Gx,GALAXY,22.318,-20.933,,
,IC 1444,16.0,Gx,GALAXY,22.372,5.133,,
,IC 1445,,Gx,GALAXY,22.425,-17.25,,
,IC 1446,,U,UNIDENTIFIED,22.485,-1.2,,
,IC 1447,,U,UNIDENTIFIED,22.5,-5.15,,
,IC 1448,14.0,Gx,GALAXY,22.577,-12.933,,
,IC 1449,,U,UNIDENTIFIED,22.585,-8.783,,
,IC 145,15.0,Gx,GALAXY,1.645,0.733,,
,IC 1450,,SS,STAR,22.633,34.55,,
,IC 1451,15.0,Gx,GALAXY,22.77,-10.367,,
,IC 1452,,U,UNIDENTIFIED,22.765,16.85,,
,IC 1453,15.0,Gx,GALAXY,22.78,-13.45,,
,IC 1454,15.0,Pl,PLANETARY NEBULA,22.71,80.45,,
,IC 1455,15.0,Gx,GALAXY,22.898,1.383,,
,IC 1456,,U,UNIDENTIFIED,22.922,-12.717,,
,IC 1457,,SS,STAR,22.923,-5.55,,
,IC 1458,14.0,Gx,GALAXY,22.947,-7.383,,
,IC 1459,10.0,Gx,GALAXY,22.953,-36.467,,
,IC 146,,Gx,GALAXY,1.645,-17.833,,
,IC 1460,14.4,Gx,GALAXY,22.952,4.683,,
,IC 1461,,Gx,GALAXY,22.977,15.167,,
,IC 1462,,U,UNIDENTIFIED,22.977,8.4,,
,IC 1463,,DS,STAR,22.988,-10.533,,
,IC 1464,,U,UNIDENTIFIED,23.053,-9.0,,
,IC 1465,,OC,OPEN STAR CLUSTER,23.048,16.583,,
,IC 1466,,U,UNIDENTIFIED,23.062,-2.767,,
,IC 1467,15.0,Gx,GALAXY,23.082,-3.217,,
,IC 1468,15.0,Gx,GALAXY,23.087,-3.183,,
,IC 1469,,U,UNIDENTIFIED,23.108,-13.533,,
,IC 147,14.0,Gx,GALAXY,1.667,-14.867,,
,IC 1470,,Nb,REFLECTION NEBULA,23.087,60.25,,
,IC 1471,14.0,Gx,GALAXY,23.145,-12.65,,
,IC 1472,15.0,Gx,GALAXY,23.153,17.233,,
,IC 1473,14.0,Gx,GALAXY,23.185,29.633,,
,IC 1474,15.0,Gx,GALAXY,23.213,5.783,,
,IC 1475,,U,UNIDENTIFIED,23.233,-28.417,,
,IC 1476,,OC,OPEN STAR CLUSTER,23.255,30.55,,
,IC 1477,15.0,Gx,GALAXY,23.287,-6.933,,
,IC 1478,15.0,Gx,GALAXY,23.303,10.3,,
,IC 1479,14.0,Gx,GALAXY,23.312,-10.417,,
,IC 148,,U,UNIDENTIFIED,1.707,13.65,,
,IC 1480,,OC,OPEN STAR CLUSTER,23.317,11.317,,
,IC 1481,14.0,Gx,GALAXY,23.323,5.9,,
,IC 1482,14.0,Gx,GALAXY,23.347,1.733,,
,IC 1483,15.0,Gx,GALAXY,23.373,11.3,,
,IC 1484,,U,UNIDENTIFIED,23.378,11.383,,
,IC 1485,15.0,Gx,GALAXY,23.378,11.35,,
,IC 1486,13.0,Gx,GALAXY,23.397,9.65,,
,IC 1487,,U,UNIDENTIFIED,23.41,14.633,,
,IC 1488,,U,UNIDENTIFIED,23.413,15.333,,
,IC 1489,14.0,Gx,GALAXY,23.442,-12.517,,
,IC 149,14.0,Gx,GALAXY,1.707,-16.3,,
,IC 1490,,U,UNIDENTIFIED,23.483,-4.133,,
,IC 1491,15.0,Gx,GALAXY,23.49,-16.3,,
,IC 1492,14.0,Gx,GALAXY,23.512,-3.033,,
,IC 1493,,U,UNIDENTIFIED,23.508,14.45,,
,IC 1494,,U,UNIDENTIFIED,23.513,-12.733,,
,IC 1495,13.0,Gx,GALAXY,23.513,-13.5,,
,IC 1496,,U,UNIDENTIFIED,23.512,-2.95,,
,IC 1497,,U,UNIDENTIFIED,23.48,11.983,,
,IC 1498,14.0,Gx,GALAXY,23.533,-5.0,,
,IC 1499,,DS,STAR,23.533,-13.45,,
,IC 15,,U,UNIDENTIFIED,0.467,-0.067,,
,IC 150,15.0,Gx,GALAXY,1.717,4.2,,
,IC 1500,15.0,Gx,GALAXY,23.555,4.567,,
,IC 1501,14.0,Gx,GALAXY,23.58,-3.133,,
,IC 1502,15.0,Gx,GALAXY,23.603,75.667,,
,IC 1503,14.0,Gx,GALAXY,23.642,4.817,,
,IC 1504,14.0,Gx,GALAXY,23.688,4.033,,
,IC 1505,,U,UNIDENTIFIED,23.693,-3.567,,
,IC 1506,15.0,Gx,GALAXY,23.747,4.733,,
,IC 1507,15.0,Gx,GALAXY,23.76,1.7,,
,IC 1508,,Gx,GALAXY,23.765,12.067,,
,IC 1509,15.0,Gx,GALAXY,23.787,-15.283,,
,IC 151,,U,UNIDENTIFIED,1.733,13.2,,
,IC 1510,15.0,Gx,GALAXY,23.845,2.117,,
,IC 1511,,U,UNIDENTIFIED,23.85,27.083,,
,IC 1512,,U,UNIDENTIFIED,23.85,27.05,,
,IC 1513,15.0,Gx,GALAXY,23.892,11.333,,
,IC 1514,15.0,Gx,GALAXY,23.903,-13.583,,
,IC 1515,,Gx,GALAXY,23.937,-0.983,,
,IC 1516,,Gx,GALAXY,23.938,-0.917,,
,IC 1517,15.0,Gx,GALAXY,23.94,-0.283,,
,IC 1518,,U,UNIDENTIFIED,23.952,12.467,,
,IC 1519,,U,UNIDENTIFIED,23.952,12.467,,
,IC 152,,U,UNIDENTIFIED,1.735,13.033,,
,IC 1520,14.0,Gx,GALAXY,23.967,-14.033,,
,IC 1521,,U,UNIDENTIFIED,23.983,-7.15,,
,IC 1522,15.0,Gx,GALAXY,23.985,1.717,,
,IC 1523,,U,UNIDENTIFIED,23.985,6.867,,
,IC 1524,,Gx,GALAXY,23.988,-4.15,,
,IC 1525,,Gx,GALAXY,23.99,46.9,,
,IC 1526,15.0,Gx,GALAXY,0.027,11.35,,
,IC 1527,,U,UNIDENTIFIED,0.04,4.117,,
,IC 1528,,U,UNIDENTIFIED,0.085,-3.117,,
,IC 1529,,U,UNIDENTIFIED,0.087,-11.5,,
,IC 153,,U,UNIDENTIFIED,1.743,12.633,,
,IC 1530,,Gx,GALAXY,0.122,32.617,,
,IC 1531,,Gx,GALAXY,0.16,-32.283,,
,IC 1532,,Gx,GALAXY,0.165,-64.367,,
,IC 1533,,U,UNIDENTIFIED,0.177,-7.417,,
,IC 1534,,U,UNIDENTIFIED,0.23,48.15,,
,IC 1535,,U,UNIDENTIFIED,0.233,48.15,,
,IC 1536,15.0,Gx,GALAXY,0.237,48.133,,
,IC 1537,,U,UNIDENTIFIED,0.267,-39.317,,
,IC 1538,,?,UNIDENTIFIED,0.3,30.067,,
,IC 1539,,U,UNIDENTIFIED,0.307,30.1,,
,IC 154,15.0,Gx,GALAXY,1.755,10.65,,
,IC 1540,,U,UNIDENTIFIED,0.33,23.717,,
,IC 1541,15.0,Gx,GALAXY,0.333,22.017,,
,IC 1542,15.0,Gx,GALAXY,0.343,22.617,,
,IC 1543,14.0,Gx,GALAXY,0.348,21.883,,
,IC 1544,,U,UNIDENTIFIED,0.355,23.033,,
,IC 1545,,U,UNIDENTIFIED,0.355,21.983,,
,IC 1546,,U,UNIDENTIFIED,0.358,22.5,,
,IC 1547,,?,UNIDENTIFIED,0.36,22.517,,
,IC 1548,16.0,Gx,GALAXY,0.365,22.017,,
,IC 1549,,U,UNIDENTIFIED,0.387,6.983,,
,IC 155,,U,UNIDENTIFIED,1.792,59.783,,
,IC 1550,15.0,Gx,GALAXY,0.407,38.2,,
,IC 1551,15.0,Gx,GALAXY,0.46,8.883,,
,IC 1552,15.0,Gx,GALAXY,0.493,21.483,,
,IC 1553,14.0,Gx,GALAXY,0.545,-25.583,,
,IC 1554,,Gx,GALAXY,0.552,-32.267,,
,IC 1555,,Gx,GALAXY,0.577,-30.017,,
,IC 1556,,?,UNIDENTIFIED,0.585,-9.567,,
,IC 1557,16.0,Gx,GALAXY,0.592,-2.85,,
,IC 1558,,Gx,GALAXY,0.597,-25.367,,
,IC 1559,,Gx,GALAXY,0.615,23.983,,
,IC 156,15.0,Gx,GALAXY,1.758,10.55,,
,IC 1560,,U,UNIDENTIFIED,0.628,2.667,,
,IC 1561,14.0,Gx,GALAXY,0.642,-24.333,,
,IC 1562,,Gx,GALAXY,0.643,-24.283,,
,IC 1563,,Gx,GALAXY,0.65,-9.017,,
,IC 1564,,U,UNIDENTIFIED,0.653,5.967,,
,IC 1565,,Gx,GALAXY,0.657,6.717,,
,IC 1566,15.0,Gx,GALAXY,0.657,6.8,,
,IC 1567,,U,UNIDENTIFIED,0.66,6.617,,
,IC 1568,15.0,Gx,GALAXY,0.665,6.833,,
,IC 1569,15.0,Gx,GALAXY,0.673,6.7,,
,IC 157,,U,UNIDENTIFIED,1.762,12.867,,
,IC 1570,,U,UNIDENTIFIED,0.677,6.75,,
,IC 1571,15.0,Gx,GALAXY,0.678,-0.317,,
,IC 1572,,U,UNIDENTIFIED,0.687,16.267,,
,IC 1573,,U,UNIDENTIFIED,0.703,-23.533,,
,IC 1574,,Gx,GALAXY,0.718,-22.25,,
,IC 1575,,U,UNIDENTIFIED,0.727,-4.15,,
,IC 1576,15.0,Gx,GALAXY,0.737,-25.1,,
,IC 1577,,U,UNIDENTIFIED,0.743,-8.133,,
,IC 1578,14.0,Gx,GALAXY,0.742,-25.067,,
,IC 1579,15.0,Gx,GALAXY,0.76,-26.567,,
,IC 158,,U,UNIDENTIFIED,1.765,-6.933,,
,IC 1580,,U,UNIDENTIFIED,0.772,29.917,,
,IC 1581,,U,UNIDENTIFIED,0.768,-25.9,,
,IC 1582,15.0,Gx,GALAXY,0.772,-24.3,,
,IC 1583,,U,UNIDENTIFIED,0.787,23.083,,
,IC 1584,15.0,Gx,GALAXY,0.79,27.817,,
,IC 1585,,U,UNIDENTIFIED,0.788,23.05,,
,IC 1586,,Gx,GALAXY,0.798,22.367,,
,IC 1587,15.0,Gx,GALAXY,0.813,-23.567,,
,IC 1588,,U,UNIDENTIFIED,0.85,-23.55,,
,IC 1589,,U,UNIDENTIFIED,0.858,-34.467,,
,IC 159,16.0,Gx,GALAXY,1.775,-8.65,,
,IC 1590,,OC,OPEN STAR CLUSTER,0.885,56.583,,
,IC 1591,,Gx,GALAXY,0.868,-22.683,,
,IC 1592,15.0,Gx,GALAXY,0.892,5.767,,
,IC 1593,,U,UNIDENTIFIED,0.912,32.5,,
,IC 1594,,Gx,GALAXY,0.895,-47.65,,
,IC 1595,,Gx,GALAXY,0.897,-45.183,,
,IC 1596,15.0,Gx,GALAXY,0.912,21.517,,
,IC 1597,,Gx,GALAXY,0.892,-58.117,,
,IC 1598,15.0,Gx,GALAXY,0.912,5.767,,
,IC 1599,15.0,Gx,GALAXY,0.908,-23.483,,
,IC 16,15.0,Gx,GALAXY,0.465,-13.083,,
,IC 160,14.0,Gx,GALAXY,1.773,-13.25,,
,IC 1600,15.0,Gx,GALAXY,0.917,-23.517,,
,IC 1601,,U,UNIDENTIFIED,0.927,-24.15,,
,IC 1602,14.0,Gx,GALAXY,0.932,-9.983,,
,IC 1603,,Gx,GALAXY,0.95,-45.417,,
,IC 1604,,U,UNIDENTIFIED,0.967,-16.25,,
,IC 1605,,Gx,GALAXY,0.96,-48.9,,
,IC 1606,,U,UNIDENTIFIED,0.973,-12.183,,
,IC 1607,14.0,Gx,GALAXY,0.982,0.6,,
,IC 1608,,Gx,GALAXY,0.99,-34.333,,
,IC 1609,,Gx,GALAXY,0.997,-40.333,,
,IC 161,,U,UNIDENTIFIED,1.812,10.367,,
,IC 1610,14.0,Gx,GALAXY,1.028,-15.567,,
,IC 1611,,U,UNIDENTIFIED,0.995,-72.35,,
,IC 1612,,U,UNIDENTIFIED,1.0,-72.383,,
,IC 1613,9.3,Gx,GALAXY,1.08,2.117,,
,IC 1614,,U,UNIDENTIFIED,1.085,33.217,,
,IC 1615,,Gx,GALAXY,1.068,-51.133,,
,IC 1616,,Gx,GALAXY,1.082,-27.433,,
,IC 1617,,Gx,GALAXY,1.072,-51.033,,
,IC 1618,16.0,Gx,GALAXY,1.1,32.417,,
,IC 1619,15.0,Gx,GALAXY,1.123,33.067,,
,IC 162,15.0,Gx,GALAXY,1.815,10.517,,
,IC 1620,14.0,Gx,GALAXY,1.118,13.967,,
,IC 1621,,U,UNIDENTIFIED,1.107,-46.717,,
,IC 1622,,U,UNIDENTIFIED,1.125,-17.5,,
,IC 1623,,U,UNIDENTIFIED,1.128,-17.467,,
,IC 1624,,U,UNIDENTIFIED,1.088,-72.033,,
,IC 1625,,Gx,GALAXY,1.128,-46.9,,
,IC 1626,,U,UNIDENTIFIED,1.102,-73.283,,
,IC 1627,,Gx,GALAXY,1.137,-46.1,,
,IC 1628,,Gx,GALAXY,1.147,-28.583,,
,IC 1629,16.0,Gx,GALAXY,1.157,2.567,,
,IC 163,14.0,Gx,GALAXY,1.822,20.7,,
,IC 1630,,Gx,GALAXY,1.138,-46.75,,
,IC 1631,,Gx,GALAXY,1.147,-46.483,,
,IC 1632,,U,UNIDENTIFIED,1.178,17.683,,
,IC 1633,,Gx,GALAXY,1.165,-45.933,,
,IC 1634,,U,UNIDENTIFIED,1.185,17.65,,
,IC 1635,,U,UNIDENTIFIED,1.185,17.65,,
,IC 1636,,U,UNIDENTIFIED,1.193,33.35,,
,IC 1637,,Gx,GALAXY,1.183,-30.433,,
,IC 1638,15.0,Gx,GALAXY,1.205,33.35,,
,IC 1639,14.0,Gx,GALAXY,1.197,-0.65,,
,IC 164,,U,UNIDENTIFIED,1.818,-3.917,,
,IC 1640,15.0,Gx,GALAXY,1.198,-0.617,,
,IC 1641,,U,UNIDENTIFIED,1.155,-71.767,,
,IC 1642,,U,UNIDENTIFIED,1.207,15.75,,
,IC 1643,15.0,Gx,GALAXY,1.203,-0.4,,
,IC 1644,,U,UNIDENTIFIED,1.153,-73.2,,
,IC 1645,,U,UNIDENTIFIED,1.208,15.733,,
,IC 1646,15.0,Gx,GALAXY,1.212,15.683,,
,IC 1647,15.0,Gx,GALAXY,1.22,38.883,,
,IC 1648,,U,UNIDENTIFIED,1.228,33.217,,
,IC 1649,,Gx,GALAXY,1.197,-55.85,,
,IC 165,,?,UNIDENTIFIED,1.837,27.633,,
,IC 1650,,Gx,GALAXY,1.205,-50.4,,
,IC 1651,,U,UNIDENTIFIED,1.225,2.1,,
,IC 1652,14.0,Gx,GALAXY,1.25,31.967,,
,IC 1653,13.5,Gx,GALAXY,1.252,33.383,,
,IC 1654,14.0,Gx,GALAXY,1.253,30.2,,
,IC 1655,,OC,OPEN STAR CLUSTER,1.198,-71.333,,
,IC 1656,,U,UNIDENTIFIED,1.26,33.083,,
,IC 1657,,Gx,GALAXY,1.235,-32.65,,
,IC 1658,,U,UNIDENTIFIED,1.263,31.083,,
,IC 1659,15.0,Gx,GALAXY,1.268,30.35,,
,IC 166,11.7,OC,OPEN STAR CLUSTER,1.875,61.833,,
,IC 1660,,U,UNIDENTIFIED,1.21,-71.75,,
,IC 1661,,U,UNIDENTIFIED,1.27,33.083,,
,IC 1662,,OC,OPEN STAR CLUSTER,1.21,-73.45,,
,IC 1663,,U,UNIDENTIFIED,1.235,-32.65,,
,IC 1664,,?,UNIDENTIFIED,1.238,-69.8,,
,IC 1665,,U,UNIDENTIFIED,1.295,34.7,,
,IC 1666,,U,UNIDENTIFIED,1.308,32.467,,
,IC 1667,,U,UNIDENTIFIED,1.293,-17.117,,
,IC 1668,16.0,Gx,GALAXY,1.313,33.183,,
,IC 1669,16.0,Gx,GALAXY,1.335,33.2,,
,IC 167,,Gx,GALAXY,1.852,21.917,,
,IC 1670,,U,UNIDENTIFIED,1.32,-16.85,,
,IC 1671,,U,UNIDENTIFIED,1.327,-17.1,,
,IC 1672,14.0,Gx,GALAXY,1.345,29.7,,
,IC 1673,,U,UNIDENTIFIED,1.347,33.017,,
,IC 1674,,U,UNIDENTIFIED,1.317,-50.65,,
,IC 1675,14.0,Gx,GALAXY,1.35,34.267,,
,IC 1676,16.0,Gx,GALAXY,1.35,30.267,,
,IC 1677,15.0,Gx,GALAXY,1.353,33.233,,
,IC 1678,15.0,Gx,GALAXY,1.35,5.567,,
,IC 1679,15.0,Gx,GALAXY,1.363,33.467,,
,IC 168,,U,UNIDENTIFIED,1.842,-8.533,,
,IC 1680,15.0,Gx,GALAXY,1.365,33.3,,
,IC 1681,15.0,Gx,GALAXY,1.357,0.083,,
,IC 1682,,U,UNIDENTIFIED,1.37,33.217,,
,IC 1683,14.0,Gx,GALAXY,1.377,34.45,,
,IC 1684,,U,UNIDENTIFIED,1.382,33.383,,
,IC 1685,13.0,Gx,GALAXY,1.383,33.183,,
,IC 1686,,U,UNIDENTIFIED,1.387,33.433,,
,IC 1687,16.0,Gx,GALAXY,1.39,33.283,,
,IC 1688,,U,UNIDENTIFIED,1.39,33.067,,
,IC 1689,15.0,Gx,GALAXY,1.397,33.067,,
,IC 169,,U,UNIDENTIFIED,1.843,-12.683,,
,IC 1690,15.0,Gx,GALAXY,1.397,33.167,,
,IC 1691,,U,UNIDENTIFIED,1.408,33.383,,
,IC 1692,16.0,Gx,GALAXY,1.41,33.25,,
,IC 1693,,Gx,GALAXY,1.4,-1.65,,
,IC 1694,15.0,Gx,GALAXY,1.413,1.6,,
,IC 1695,,U,UNIDENTIFIED,1.417,8.733,,
,IC 1696,,Gx,GALAXY,1.415,-1.617,,
,IC 1697,15.0,Gx,GALAXY,1.418,0.45,,
,IC 1698,,U,UNIDENTIFIED,1.423,14.85,,
,IC 1699,,U,UNIDENTIFIED,1.423,14.95,,
,IC 17,15.0,Gx,GALAXY,0.475,2.65,,
,IC 170,,U,UNIDENTIFIED,1.867,-8.533,,
,IC 1700,,U,UNIDENTIFIED,1.425,14.867,,
,IC 1701,15.0,Gx,GALAXY,1.43,18.183,,
,IC 1702,14.0,Gx,GALAXY,1.432,16.6,,
,IC 1703,,Gx,GALAXY,1.44,-1.633,,
,IC 1704,,U,UNIDENTIFIED,1.448,14.717,,
,IC 1705,,U,UNIDENTIFIED,1.445,-3.5,,
,IC 1706,,Gx,GALAXY,1.453,14.783,,
,IC 1707,,U,UNIDENTIFIED,1.48,33.6,,
,IC 1708,,U,UNIDENTIFIED,1.415,-71.183,,
,IC 1709,,Gx,GALAXY,1.465,-35.717,,
,IC 171,14.0,Gx,GALAXY,1.92,35.283,,
,IC 1710,,U,UNIDENTIFIED,1.513,21.433,,
,IC 1711,15.0,Gx,GALAXY,1.515,17.183,,
,IC 1712,,U,UNIDENTIFIED,1.523,-6.867,,
,IC 1713,13.0,Gx,GALAXY,1.545,35.333,,
,IC 1714,,U,UNIDENTIFIED,1.548,-13.5,,
,IC 1715,14.0,Gx,GALAXY,1.56,12.567,,
,IC 1716,,SS,STAR,1.558,-12.317,,
,IC 1717,,U,UNIDENTIFIED,1.542,-67.533,,
,IC 1718,,U,UNIDENTIFIED,1.64,33.35,,
,IC 1719,,Gx,GALAXY,1.627,-33.917,,
,IC 172,,Nb,REFLECTION NEBULA,1.915,0.817,,
,IC 1720,,Gx,GALAXY,1.673,-28.917,,
,IC 1721,14.0,Gx,GALAXY,1.69,8.5,,
,IC 1722,,Gx,GALAXY,1.717,-34.183,,
,IC 1723,,Gx,GALAXY,1.72,8.883,,
,IC 1724,,Gx,GALAXY,1.72,-34.25,,
,IC 1725,,U,UNIDENTIFIED,1.753,21.783,,
,IC 1726,15.0,Gx,GALAXY,1.755,4.617,,
,IC 1727,11.6,Gx,GALAXY,1.792,27.333,,
,IC 1728,,Gx,GALAXY,1.795,-33.6,,
,IC 1729,,Gx,GALAXY,1.798,-26.883,,
,IC 173,,Gx,GALAXY,1.933,1.283,,
,IC 1730,15.0,Gx,GALAXY,1.833,21.967,,
,IC 1731,,Gx,GALAXY,1.837,27.2,,
,IC 1732,15.0,Gx,GALAXY,1.847,35.917,,
,IC 1733,,U,UNIDENTIFIED,1.845,33.1,,
,IC 1734,,Gx,GALAXY,1.822,-32.75,,
,IC 1735,,U,UNIDENTIFIED,1.848,33.1,,
,IC 1736,15.0,Gx,GALAXY,1.848,18.3,,
,IC 1737,,U,UNIDENTIFIED,1.862,36.25,,
,IC 1738,,Gx,GALAXY,1.852,-9.783,,
,IC 1739,,U,UNIDENTIFIED,1.84,-34.05,,
,IC 174,15.0,Gx,GALAXY,1.938,3.767,,
,IC 1740,,U,UNIDENTIFIED,1.855,-29.95,,
,IC 1741,14.0,Gx,GALAXY,1.865,-16.783,,
,IC 1742,15.0,Gx,GALAXY,1.887,22.717,,
,IC 1743,,Gx,GALAXY,1.882,12.717,,
,IC 1744,15.0,Gx,GALAXY,1.893,19.833,,
,IC 1745,,U,UNIDENTIFIED,1.883,-16.667,,
,IC 1746,,Gx,GALAXY,1.905,4.8,,
,IC 1747,14.0,Pl,PLANETARY NEBULA,1.96,63.333,,
,IC 1748,15.0,Gx,GALAXY,1.935,17.65,,
,IC 1749,15.0,Gx,GALAXY,1.937,6.75,,
,IC 175,,Nb,REFLECTION NEBULA,1.938,1.333,,
,IC 1750,15.0,Gx,GALAXY,1.94,4.083,,
,IC 1751,,U,UNIDENTIFIED,1.94,5.633,,
,IC 1752,,U,UNIDENTIFIED,1.955,28.617,,
,IC 1753,,U,UNIDENTIFIED,1.955,28.6,,
,IC 1754,15.0,Gx,GALAXY,1.948,4.033,,
,IC 1755,15.0,Gx,GALAXY,1.953,14.567,,
,IC 1756,,U,UNIDENTIFIED,1.95,-0.467,,
,IC 1757,,U,UNIDENTIFIED,1.952,-0.483,,
,IC 1758,,U,UNIDENTIFIED,1.948,-16.533,,
,IC 1759,,Gx,GALAXY,1.965,-32.983,,
,IC 176,15.0,Gx,GALAXY,1.948,-2.017,,
,IC 1760,,U,UNIDENTIFIED,1.958,-32.0,,
,IC 1761,15.0,Gx,GALAXY,1.982,0.567,,
,IC 1762,,Gx,GALAXY,1.963,-33.233,,
,IC 1763,,U,UNIDENTIFIED,1.98,-27.783,,
,IC 1764,14.0,Gx,GALAXY,2.007,24.567,,
,IC 1765,,U,UNIDENTIFIED,2.01,31.85,,
,IC 1766,,U,UNIDENTIFIED,2.02,31.783,,
,IC 1767,,U,UNIDENTIFIED,2.0,-11.117,,
,IC 1768,,Gx,GALAXY,2.013,-25.033,,
,IC 1769,,U,UNIDENTIFIED,2.015,-31.917,,
,IC 177,,U,UNIDENTIFIED,1.952,-0.15,,
,IC 1770,,U,UNIDENTIFIED,2.037,9.983,,
,IC 1771,,U,UNIDENTIFIED,2.038,9.967,,
,IC 1772,15.0,Gx,GALAXY,2.043,7.733,,
,IC 1773,15.0,Gx,GALAXY,2.067,30.817,,
,IC 1774,15.0,Gx,GALAXY,2.065,15.3,,
,IC 1775,15.0,Gx,GALAXY,2.088,13.517,,
,IC 1776,14.0,Gx,GALAXY,2.087,6.1,,
,IC 1777,16.0,Gx,GALAXY,2.102,15.2,,
,IC 1778,,U,UNIDENTIFIED,2.105,9.217,,
,IC 1779,15.0,Gx,GALAXY,2.108,3.683,,
,IC 178,,U,UNIDENTIFIED,1.982,36.617,,
,IC 1780,15.0,Gx,GALAXY,2.117,14.733,,
,IC 1781,15.0,Gx,GALAXY,2.115,-0.517,,
,IC 1782,,Gx,GALAXY,2.122,-25.45,,
,IC 1783,13.0,Gx,GALAXY,2.168,-32.933,,
,IC 1784,13.2,Gx,GALAXY,2.27,32.65,,
,IC 1785,,U,UNIDENTIFIED,2.273,32.65,,
,IC 1786,15.0,Gx,GALAXY,2.267,5.15,,
,IC 1787,,U,UNIDENTIFIED,2.27,-11.95,,
,IC 1788,12.4,Gx,GALAXY,2.263,-31.2,,
,IC 1789,,U,UNIDENTIFIED,2.303,32.4,,
,IC 179,,U,UNIDENTIFIED,2.003,38.033,,
,IC 1790,,U,UNIDENTIFIED,2.293,12.5,,
,IC 1791,15.0,Gx,GALAXY,2.295,12.483,,
,IC 1792,15.0,Gx,GALAXY,2.317,34.483,,
,IC 1793,15.0,Gx,GALAXY,2.36,32.567,,
,IC 1794,,Nb,REFLECTION NEBULA,2.358,15.767,,
,IC 1795,,Nb,REFLECTION NEBULA,2.442,62.067,,
,IC 1796,,Gx,GALAXY,2.38,-41.367,,
,IC 1797,15.0,Gx,GALAXY,2.425,20.4,,
,IC 1798,,U,UNIDENTIFIED,2.438,13.45,,
,IC 1799,15.0,Gx,GALAXY,2.478,45.967,,
,IC 18,15.0,Gx,GALAXY,0.477,-11.567,,
,IC 180,15.0,Gx,GALAXY,2.0,23.617,,
,IC 1800,,OC,OPEN STAR CLUSTER,2.477,31.4,,
,IC 1801,,U,UNIDENTIFIED,2.47,19.583,,
,IC 1802,,U,UNIDENTIFIED,2.478,23.117,,
,IC 1803,,U,UNIDENTIFIED,2.488,23.15,,
,IC 1804,,U,UNIDENTIFIED,2.49,23.167,,
,IC 1805,6.5,C+N,OPEN STAR CLUSTER,2.545,61.45,,
,IC 1806,,U,UNIDENTIFIED,2.493,22.95,,
,IC 1807,16.0,Gx,GALAXY,2.507,22.95,,
,IC 1808,14.0,Gx,GALAXY,2.508,-4.233,,
,IC 1809,15.0,Gx,GALAXY,2.527,22.917,,
